"","scientific_name","site","time"
"2310","Orthotomus ruficeps","C10_621","09:00"
"2311","Macronus ptilosus","C10_621","09:00"
"2312","Centropus sinensis","C10_621","09:00"
"2313","Macronus bornensis","C10_621","09:00"
"2314","Macronus bornensis","C10_621","09:00"
"2315","Cacomantis merulinus","C10_621","09:01"
"2316","Macronus bornensis","C10_621","09:01"
"2317","Stachyris erythroptera","C10_621","09:01"
"2318","Prinia flaviventris","C10_621","09:03"
"2319","Pycnonotus simplex","C10_621","09:03"
"2320","Rhipidura javanica","C10_621","09:04"
"2321","Pycnonotus atriceps","C10_621","09:04"
"2322","Pycnonotus erythropthalmos","C10_621","09:06"
"2323","Zanclostomus javanicus","C10_621","09:07"
"2324","Arachnothera longirostra","C10_621","09:07"
"2325","Corvus enca","C10_621","09:11"
"2326","Pycnonotus erythropthalmos","C10_621","09:12"
"2327","Prinia flaviventris","C10_621","09:14"
"2328","Arachnothera longirostra","C10_621","09:14"
"2329","Macronus ptilosus","C10_621","09:19"
"2330","Orthotomus ruficeps","C10_621","09:19"
"2331","Limnonectes finchi","E1_648","03:18"
"2332","Philautus sp","E1_648","04:00"
"2333","Leptobrachium abbotti","E1_648","04:00"
"2334","Metaphrynella sundana","E1_648","04:03"
"2335","Philautus sp","E1_648","05:04"
"2336","Philautus sp","E1_648","05:04"
"2337","Hylarana nicobariensis","E1_648","05:06"
"2338","Polypedates sp","E1_648","05:08"
"2339","Polypedates sp","E1_648","05:10"
"2340","Gekko smithi","E1_648","06:00"
"2341","Pulchrana picturata","Riparian_2","22:02"
"2342","Limnonectes kuhlii","Riparian_2","22:04"
"2343","Staurois latopalmatus","Riparian_2","22:08"
"2344","Staurois latopalmatus","Riparian_2","22:08"
"2345","Limnonectes kuhlii","Riparian_2","22:12"
"2346","Meristogenys orphnocnemis","Riparian_2","22:16"
"2347","Staurois latopalmatus","Riparian_2","23:00"
"2348","Pulchrana picturata","Riparian_2","23:03"
"2349","Limnonectes kuhlii","Riparian_2","23:06"
"2350","Pulchrana picturata","Riparian_2","23:06"
"2351","Staurois latopalmatus","Riparian_2","23:13"
"2352","Meristogenys orphnocnemis","Riparian_2","23:20"
"2353","Staurois latopalmatus","Riparian_2","00:00"
"2354","Staurois latopalmatus","Riparian_2","00:02"
"2355","Limnonectes kuhlii","Riparian_2","00:04"
"2356","Staurois latopalmatus","Riparian_2","00:08"
"2357","Meristogenys orphnocnemis","Riparian_2","00:09"
"2358","Limnonectes kuhlii","Riparian_2","00:13"
"2359","Staurois latopalmatus","Riparian_2","00:15"
"2360","Staurois latopalmatus","Riparian_2","00:15"
"2361","Staurois latopalmatus","Riparian_2","01:00"
"2362","Limnonectes kuhlii","Riparian_2","01:01"
"2363","Staurois latopalmatus","Riparian_2","01:02"
"2364","Pulchrana picturata","Riparian_2","01:03"
"2365","Pulchrana picturata","Riparian_2","01:03"
"2366","Odorrana hosii","Riparian_2","01:06"
"2367","Limnonectes kuhlii","Riparian_2","01:10"
"2368","Limnonectes kuhlii","Riparian_2","01:11"
"2369","Staurois latopalmatus","Riparian_2","01:14"
"2370","Staurois latopalmatus","Riparian_2","01:14"
"2371","Pulchrana picturata","Riparian_2","01:16"
"2372","Limnonectes kuhlii","Riparian_2","01:17"
"2373","Limnonectes kuhlii","Riparian_2","02:00"
"2374","Pulchrana picturata","Riparian_2","02:03"
"2375","Staurois latopalmatus","Riparian_2","02:04"
"2376","Pulchrana picturata","Riparian_2","02:05"
"2377","Staurois latopalmatus","Riparian_2","02:08"
"2378","Limnonectes kuhlii","Riparian_2","02:09"
"2379","Limnonectes kuhlii","Riparian_2","02:12"
"2380","Leptolalax fritinniens","Riparian_2","02:13"
"2381","Limnonectes kuhlii","Riparian_2","02:14"
"2382","Limnonectes kuhlii","Riparian_2","02:19"
"2383","Limnonectes kuhlii","Riparian_2","03:00"
"2384","Limnonectes kuhlii","Riparian_2","03:01"
"2385","Limnonectes kuhlii","Riparian_2","03:02"
"2386","Staurois latopalmatus","Riparian_2","03:02"
"2387","Pulchrana picturata","Riparian_2","03:03"
"2388","Staurois latopalmatus","Riparian_2","03:04"
"2389","Staurois latopalmatus","Riparian_2","03:04"
"2390","Pulchrana picturata","Riparian_2","03:05"
"2391","Pycnonotus brunneus","D100_641","10:01"
"2392","Centropus sinensis","D100_641","10:01"
"2393","Macronus bornensis","D100_641","10:12"
"2394","Macronus bornensis","D100_641","10:03"
"2395","Eurylaimus ochromalus","D100_641","10:03"
"2396","Gekko smithi","D100_641","10:04"
"2397","Stachyris erythroptera","D100_641","10:04"
"2398","Malacocincla malaccensis","D100_641","10:04"
"2399","Malacocincla malaccensis","D100_641","10:04"
"2400","Arachnothera longirostra","D100_641","10:05"
"2401","Arachnothera longirostra","D100_641","10:05"
"2402","Pycnonotus erythropthalmos","D100_641","10:09"
"2403","Argusianus argus","D100_641","10:13"
"2404","Psilopogon duvaucelii","D100_641","10:15"
"2405","Sasia abnormis","D100_641","10:19"
"2406","Malacocincla malaccensis","D100_641","11:00"
"2407","Arachnothera longirostra","D100_641","11:00"
"2408","Macronus ptilosus","D100_641","11:00"
"2409","Sasia abnormis","D100_641","11:00"
"2410","Macronus ptilosus","D100_641","11:01"
"2411","Psilopogon duvaucelii","D100_641","11:02"
"2412","Centropus sinensis","D100_641","11:04"
"2413","Eurylaimus ochromalus","D100_641","11:05"
"2414","Macronus bornensis","D100_641","11:07"
"2415","Macronus bornensis","D100_641","11:07"
"2416","Stachyris erythroptera","D100_641","11:09"
"2417","Stachyris erythroptera","D100_641","11:09"
"2418","Orthotomus atrogularis","D100_641","11:10"
"2419","Arachnothera longirostra","D100_641","11:13"
"2420","Malacocincla malaccensis","D100_641","11:15"
"2421","Pycnonotus atriceps","D100_641","11:19"
"2422","Hydrornis schwaneri","D100_641","11:19"
"2423","Pycnonotus erythropthalmos","D100_641","12:00"
"2424","Hydrornis schwaneri","D100_641","12:01"
"2425","Eurylaimus ochromalus","D100_641","12:02"
"2426","Arachnothera longirostra","D100_641","12:03"
"2427","Sasia abnormis","D100_641","12:04"
"2428","Malacocincla malaccensis","D100_641","12:09"
"2429","Pycnonotus brunneus","D100_641","12:09"
"2430","Orthotomus ruficeps","D100_641","12:10"
"2431","Macronus ptilosus","D100_641","12:12"
"2432","Philentoma velata","D100_641","12:14"
"2433","Arachnothera longirostra","D100_641","12:15"
"2434","Orthotomus sericeus","D100_641","13:00"
"2435","Argusianus argus","D100_641","13:00"
"2436","Stachyris erythroptera","D100_641","13:01"
"2437","Centropus sinensis","D100_641","13:01"
"2438","Arachnothera longirostra","D100_641","13:02"
"2439","Corvus enca","D100_641","13:02"
"2440","Corvus enca","D100_641","13:02"
"2441","Pycnonotus erythropthalmos","D100_641","13:07"
"2442","Spilornis cheela","D100_641","13:07"
"2443","Arachnothera longirostra","D100_641","13:16"
"2444","Centropus bengalensis","D100_641","13:18"
"2445","Pycnonotus brunneus","D100_641","13:18"
"2446","Malacocincla malaccensis","D100_641","13:18"
"2447","Orthotomus ruficeps","D100_641","13:19"
"2448","Pycnonotus erythropthalmos","D100_641","14:00"
"2449","Centropus sinensis","D100_641","14:01"
"2450","Macronus bornensis","D100_641","14:02"
"2451","Macronus ptilosus","D100_641","14:06"
"2452","Psilopogon duvaucelii","D100_641","14:07"
"2453","Pomatorhinus montanus","D100_641","14:07"
"2454","Erythropitta ussheri","D100_641","14:09"
"2455","Malacocincla malaccensis","D100_641","14:10"
"2456","Arachnothera longirostra","D100_641","14:13"
"2457","Corvus enca","D100_641","14:13"
"2458","Pycnonotus atriceps","D100_641","14:17"
"2459","Arachnothera longirostra","D100_641","15:00"
"2460","Macronus bornensis","D100_641","15:00"
"2461","Pycnonotus erythropthalmos","D100_641","15:02"
"2462","Arachnothera longirostra","D100_641","15:03"
"2463","Hypothymis azurea","D100_641","15:03"
"2464","Stachyris erythroptera","D100_641","15:07"
"2465","Stachyris erythroptera","D100_641","15:07"
"2466","Arachnothera longirostra","D100_641","15:08"
"2467","Psilopogon chrysopogon","D100_641","15:10"
"2468","Psilopogon duvaucelii","D100_641","15:15"
"2469","Arachnothera longirostra","D100_641","15:17"
"2470","Philentoma velata","D100_641","15:17"
"2471","Pycnonotus brunneus","D100_641","15:19"
"2472","Arachnothera longirostra","Riparian_2","10:02"
"2473","Orthotomus ruficeps","Riparian_2","11:11"
"2474","Aegithina viridissima","Riparian_2","12:06"
"2475","Aegithina viridissima","Riparian_2","13:01"
"2476","Aegithina viridissima","Riparian_2","13:04"
"2477","Hypothymis azurea","Riparian_2","13:10"
"2478","Prionochilus xanthopygius","Riparian_2","13:10"
"2479","Eurylaimus ochromalus","Riparian_2","14:00"
"2480","Aegithina viridissima","Riparian_2","14:00"
"2481","Hypothymis azurea","Riparian_2","14:05"
"2482","Hypothymis azurea","Riparian_2","14:05"
"2483","Hypothymis azurea","Riparian_2","14:05"
"2484","Eurylaimus ochromalus","Riparian_2","14:08"
"2485","Arachnothera longirostra","Riparian_2","14:10"
"2486","Prionochilus xanthopygius","Riparian_2","14:10"
"2487","Arachnothera longirostra","Riparian_2","15:16"
"2488","Oriolus xanthonotus","E1_648","09:20"
"2489","Oriolus xanthonotus","E1_648","09:20"
"2490","Erythropitta ussheri","E1_648","09:20"
"2491","Argusianus argus","E1_648","09:21"
"2492","Macronus ptilosus","E1_648","09:21"
"2493","Macronus ptilosus","E1_648","09:21"
"2494","Arachnothera longirostra","E1_648","09:21"
"2495","Stachyris erythroptera","E1_648","09:21"
"2496","Macronus bornensis","E1_648","09:21"
"2497","Pycnonotus atriceps","E1_648","09:22"
"2498","Pycnonotus atriceps","E1_648","09:22"
"2499","Reinwardtipicus validus","E1_648","09:22"
"2500","Reinwardtipicus validus","E1_648","09:22"
"2501","Orthotomus atrogularis","E1_648","09:22"
"2502","Copsychus stricklandii","E1_648","09:23"
"2503","Stachyris erythroptera","E1_648","09:24"
"2504","Pellorneum capistratum","E1_648","09:24"
"2505","Stachyris erythroptera","E1_648","09:25"
"2506","Macronus bornensis","E1_648","09:26"
"2507","Macronus bornensis","E1_648","09:26"
"2508","Psilopogon duvaucelii","E1_648","09:27"
"2509","Malacocincla malaccensis","E1_648","09:33"
"2510","Argusianus argus","E1_648","09:34"
"2511","Arachnothera longirostra","E1_648","09:35"
"2512","Orthotomus sericeus","E1_648","09:36"
"2513","Rhinortha chlorophaea","E1_648","09:39"
"2514","Reinwardtipicus validus","E1_648","10:00"
"2515","Reinwardtipicus validus","E1_648","10:00"
"2516","Erythropitta ussheri","E1_648","10:00"
"2517","Macronus ptilosus","E1_648","10:00"
"2518","Dicrurus aeneus","E1_648","10:00"
"2519","Arborophila charltonii","E1_648","10:01"
"2520","Macronus bornensis","E1_648","10:01"
"2521","Arachnothera longirostra","E1_648","10:01"
"2522","Eurylaimus ochromalus","E1_648","10:02"
"2523","Rhinoplax vigil","E1_648","10:02"
"2524","Pycnonotus atriceps","E1_648","10:03"
"2525","Pycnonotus atriceps","E1_648","10:03"
"2526","Pycnonotus erythropthalmos","E1_648","10:05"
"2527","Chloropsis cyanopogon","E1_648","10:06"
"2528","Chloropsis cyanopogon","E1_648","10:06"
"2529","Prionochilus maculatus","E1_648","10:06"
"2530","Prionochilus maculatus","E1_648","10:06"
"2531","Rhinoplax vigil","E1_648","10:07"
"2532","Hydrornis schwaneri","E1_648","10:10"
"2533","Dicrurus aeneus","E1_648","10:10"
"2534","Pycnonotus brunneus","E1_648","10:15"
"2535","Argusianus argus","E1_648","10:16"
"2536","Orthotomus ruficeps","E1_648","10:17"
"2537","Erythropitta ussheri","E1_648","11:00"
"2538","Pycnonotus atriceps","E1_648","11:01"
"2539","Macronus ptilosus","E1_648","11:01"
"2540","Macronus bornensis","E1_648","11:01"
"2541","Macronus bornensis","E1_648","11:01"
"2542","Stachyris erythroptera","E1_648","11:01"
"2543","Rhinoplax vigil","E1_648","11:01"
"2544","Macronus ptilosus","E1_648","11:02"
"2545","Psilopogon duvaucelii","E1_648","11:02"
"2546","Orthotomus atrogularis","E1_648","11:07"
"2547","Malacocincla malaccensis","E1_648","11:09"
"2548","Arachnothera longirostra","E1_648","11:13"
"2549","Pycnonotus erythropthalmos","E1_648","11:14"
"2550","Orthotomus sericeus","E1_648","11:15"
"2551","Pomatorhinus montanus","E1_648","11:15"
"2552","Eurylaimus ochromalus","E1_648","12:00"
"2553","Argusianus argus","E1_648","12:00"
"2554","Macronus bornensis","E1_648","12:01"
"2555","Pycnonotus erythropthalmos","E1_648","12:01"
"2556","Pycnonotus erythropthalmos","E1_648","12:01"
"2557","Pycnonotus atriceps","E1_648","12:02"
"2558","Pycnonotus atriceps","E1_648","12:02"
"2559","Eurylaimus ochromalus","E1_648","12:05"
"2560","Chalcoparia singalensis","E1_648","12:08"
"2561","Chalcoparia singalensis","E1_648","12:08"
"2562","Anorrhinus galeritus","E1_648","12:11"
"2563","Orthotomus atrogularis","E1_648","12:12"
"2564","Prionochilus xanthopygius","E1_648","12:15"
"2565","Pellorneum capistratum","E1_648","12:16"
"2566","Dicaeum trigonostigma","E1_648","12:19"
"2567","Pycnonotus erythropthalmos","E1_648","12:19"
"2568","Erythropitta ussheri","E1_648","13:00"
"2569","Rhyticeros undulatus","E1_648","13:00"
"2570","Rhyticeros undulatus","E1_648","13:00"
"2571","Macronus ptilosus","E1_648","13:00"
"2572","Centropus sinensis","E1_648","13:01"
"2573","Pycnonotus erythropthalmos","E1_648","13:01"
"2574","Pycnonotus atriceps","E1_648","13:02"
"2575","Arachnothera longirostra","E1_648","13:03"
"2576","Pycnonotus atriceps","E1_648","14:00"
"2577","Pycnonotus atriceps","E1_648","14:00"
"2578","Argusianus argus","E1_648","14:00"
"2579","Erythropitta ussheri","E1_648","14:00"
"2580","Stachyris erythroptera","E1_648","14:01"
"2581","Pycnonotus erythropthalmos","E1_648","14:01"
"2582","Eurylaimus ochromalus","E1_648","14:01"
"2583","Arachnothera longirostra","E1_648","14:01"
"2584","Corvus enca","E1_648","14:02"
"2585","Pycnonotus atriceps","E1_648","14:01"
"2586","Pycnonotus atriceps","E1_648","14:01"
"2587","Pycnonotus atriceps","E1_648","14:01"
"2588","Prionochilus xanthopygius","E1_648","14:04"
"2589","Macronus ptilosus","E1_648","14:04"
"2590","Arachnothera longirostra","E1_648","14:08"
"2591","Macronus bornensis","E1_648","14:08"
"2592","Arachnothera longirostra","E1_648","14:18"
"2593","Pycnonotus brunneus","E1_648","14:19"
"2594","Macronus bornensis","C_Matrix","09:20"
"2595","Macronus bornensis","C_Matrix","09:20"
"2596","Macronus bornensis","C_Matrix","09:20"
"2597","Pycnonotus erythropthalmos","C_Matrix","09:20"
"2598","Pycnonotus erythropthalmos","C_Matrix","09:20"
"2599","Copsychus stricklandii","C_Matrix","09:20"
"2600","Corvus enca","C_Matrix","09:20"
"2601","Excalfactoria chinensis","C_Matrix","09:21"
"2602","Macronus bornensis","C_Matrix","09:21"
"2603","Rhipidura javanica","C_Matrix","09:21"
"2604","Macronus ptilosus","C_Matrix","09:21"
"2605","Rhipidura javanica","C_Matrix","09:22"
"2606","Orthotomus sericeus","C_Matrix","09:22"
"2607","Phaenicophaeus curvirostris","C_Matrix","09:23"
"2608","Erythropitta ussheri","C_Matrix","09:23"
"2609","Orthotomus ruficeps","C_Matrix","09:24"
"2610","Loriculus galgulus","C_Matrix","09:25"
"2611","Prinia flaviventris","C_Matrix","09:26"
"2612","Prinia flaviventris","C_Matrix","09:26"
"2613","Centropus sinensis","C_Matrix","09:30"
"2614","Centropus sinensis","C_Matrix","09:30"
"2615","Loriculus galgulus","C_Matrix","09:31"
"2616","Aethopyga siparaja","C_Matrix","09:32"
"2617","Centropus sinensis","C_Matrix","09:36"
"2618","Aethopyga siparaja","C_Matrix","09:36"
"2619","Pycnonotus brunneus","C_Matrix","09:38"
"2620","Pycnonotus erythropthalmos","C_Matrix","09:39"
"2621","Prinia flaviventris","C_Matrix","10:00"
"2622","Orthotomus atrogularis","C_Matrix","10:00"
"2623","Macronus bornensis","C_Matrix","10:00"
"2624","Erythropitta ussheri","C_Matrix","10:01"
"2625","Copsychus stricklandii","C_Matrix","10:01"
"2626","Pycnonotus erythropthalmos","C_Matrix","10:01"
"2627","Pycnonotus atriceps","C_Matrix","10:02"
"2628","Pycnonotus atriceps","C_Matrix","10:02"
"2629","Pycnonotus atriceps","C_Matrix","10:02"
"2630","Loriculus galgulus","C_Matrix","10:03"
"2631","Macronus bornensis","C_Matrix","10:04"
"2632","Macronus bornensis","C_Matrix","10:04"
"2633","Loriculus galgulus","C_Matrix","10:06"
"2634","Lonchura atricapilla","C_Matrix","10:07"
"2635","Lonchura atricapilla","C_Matrix","10:07"
"2636","Stachyris erythroptera","C_Matrix","10:07"
"2637","Stachyris erythroptera","C_Matrix","10:08"
"2638","Psilopogon duvaucelii","C_Matrix","10:10"
"2639","Orthotomus ruficeps","C_Matrix","10:17"
"2640","Centropus sinensis","C_Matrix","10:19"
"2641","Prinia flaviventris","C_Matrix","11:00"
"2642","Macronus bornensis","C_Matrix","11:00"
"2643","Copsychus stricklandii","C_Matrix","11:00"
"2644","Psilopogon duvaucelii","C_Matrix","11:01"
"2645","Pycnonotus erythropthalmos","C_Matrix","11:02"
"2646","Orthotomus sericeus","C_Matrix","11:02"
"2647","Orthotomus sericeus","C_Matrix","11:02"
"2648","Pycnonotus atriceps","C_Matrix","11:02"
"2649","Macronus bornensis","C_Matrix","11:03"
"2650","Pycnonotus brunneus","C_Matrix","11:03"
"2651","Pycnonotus erythropthalmos","C_Matrix","11:04"
"2652","Prinia flaviventris","C_Matrix","11:06"
"2653","Erythropitta ussheri","C_Matrix","11:07"
"2654","Pycnonotus atriceps","C_Matrix","11:07"
"2655","Pycnonotus atriceps","C_Matrix","11:11"
"2656","Orthotomus atrogularis","C_Matrix","11:16"
"2657","Prinia flaviventris","C_Matrix","11:16"
"2658","Orthotomus sericeus","C_Matrix","11:16"
"2659","Rhipidura javanica","C_Matrix","11:16"
"2660","Corvus enca","C_Matrix","11:17"
"2661","Copsychus stricklandii","C_Matrix","12:00"
"2662","Copsychus stricklandii","C_Matrix","12:00"
"2663","Centropus sinensis","C_Matrix","12:00"
"2664","Pycnonotus atriceps","C_Matrix","12:00"
"2665","Prinia flaviventris","C_Matrix","12:01"
"2666","Cacomantis merulinus","C_Matrix","12:01"
"2667","Pycnonotus erythropthalmos","C_Matrix","12:01"
"2668","Orthotomus sericeus","C_Matrix","12:01"
"2669","Stachyris erythroptera","C_Matrix","12:01"
"2670","Macronus bornensis","C_Matrix","12:02"
"2671","Pycnonotus erythropthalmos","C_Matrix","12:02"
"2672","Lonchura atricapilla","C_Matrix","12:02"
"2673","Pycnonotus goiavier","C_Matrix","12:08"
"2674","Pycnonotus atriceps","C_Matrix","12:08"
"2675","Orthotomus atrogularis","C_Matrix","12:09"
"2676","Orthotomus ruficeps","C_Matrix","12:09"
"2677","Orthotomus sericeus","C_Matrix","12:09"
"2678","Rhipidura javanica","C_Matrix","12:10"
"2679","Centropus bengalensis","C_Matrix","12:14"
"2680","Corvus enca","C_Matrix","12:17"
"2681","Pycnonotus atriceps","C_Matrix","13:00"
"2682","Macronus bornensis","C_Matrix","13:01"
"2683","Orthotomus atrogularis","C_Matrix","13:01"
"2684","Prinia flaviventris","C_Matrix","13:01"
"2685","Copsychus stricklandii","C_Matrix","13:02"
"2686","Copsychus stricklandii","C_Matrix","13:02"
"2687","Prinia flaviventris","C_Matrix","13:03"
"2688","Pycnonotus erythropthalmos","C_Matrix","13:03"
"2689","Orthotomus sericeus","C_Matrix","13:03"
"2690","Centropus sinensis","C_Matrix","13:03"
"2691","Macronus bornensis","C_Matrix","13:04"
"2692","Cacomantis merulinus","C_Matrix","13:04"
"2693","Rhipidura javanica","C_Matrix","13:04"
"2694","Sasia abnormis","C_Matrix","13:05"
"2695","Pycnonotus atriceps","C_Matrix","13:18"
"2696","Loriculus galgulus","C_Matrix","13:19"
"2697","Copsychus stricklandii","C_Matrix","14:00"
"2698","Aegithina viridissima","C_Matrix","14:00"
"2699","Orthotomus atrogularis","C_Matrix","14:01"
"2700","Prinia flaviventris","C_Matrix","14:01"
"2701","Pycnonotus erythropthalmos","C_Matrix","14:02"
"2702","Pycnonotus atriceps","C_Matrix","14:02"
"2703","Orthotomus ruficeps","C_Matrix","14:03"
"2704","Cacomantis merulinus","C_Matrix","14:04"
"2705","Orthotomus sericeus","C_Matrix","14:04"
"2706","Orthotomus sericeus","C_Matrix","14:04"
"2707","Pycnonotus atriceps","C_Matrix","14:09"
"2708","Pycnonotus atriceps","C_Matrix","14:09"
"2709","Pycnonotus atriceps","C_Matrix","14:09"
"2710","Macronus bornensis","C_Matrix","14:11"
"2711","Macronus bornensis","C_Matrix","14:11"
"2712","Orthotomus atrogularis","VJR_1","11:00"
"2713","Aegithina viridissima","VJR_1","11:00"
"2714","Stachyridopsis rufifrons","VJR_1","11:01"
"2715","Rhinortha chlorophaea","VJR_1","11:02"
"2716","Macronus ptilosus","VJR_1","11:04"
"2717","Stachyris maculata","VJR_1","11:04"
"2718","Hydrornis schwaneri","VJR_1","11:15"
"2719","Trichastoma bicolor","VJR_1","11:19"
"2720","Hydrornis schwaneri","VJR_1","12:00"
"2721","Hydrornis schwaneri","VJR_1","12:00"
"2722","Rhinortha chlorophaea","VJR_1","12:03"
"2723","Pomatorhinus montanus","VJR_1","12:13"
"2724","Stachyris erythroptera","VJR_1","12:14"
"2725","Spilornis cheela","VJR_1","13:03"
"2726","Orthotomus atrogularis","VJR_1","13:05"
"2727","Pycnonotus erythropthalmos","VJR_1","13:06"
"2728","Stachyridopsis rufifrons","VJR_1","13:07"
"2729","Hydrornis schwaneri","VJR_1","13:19"
"2730","Harpactes duvaucelii","VJR_1","14:00"
"2731","Arachnothera longirostra","VJR_1","14:02"
"2732","Hydrornis schwaneri","VJR_1","14:03"
"2733","Trichastoma bicolor","VJR_1","14:09"
"2734","Philentoma velata","VJR_1","14:12"
"2735","Philentoma velata","VJR_1","14:12"
"2736","Philentoma velata","VJR_1","14:12"
"2737","Philentoma velata","VJR_1","14:12"
"2738","Macronus ptilosus","VJR_1","14:17"
"2739","Philentoma velata","VJR_1","15:00"
"2740","Pycnonotus erythropthalmos","VJR_1","15:12"
"2741","Dicaeum trigonostigma","VJR_1","15:12"
"2742","Leptocoma brasiliana","VJR_1","15:15"
"2743","Leptocoma brasiliana","VJR_1","15:15"
"2744","Leptocoma brasiliana","VJR_1","16:05"
"2745","Harpactes duvaucelii","VJR_1","16:13"
"2746","Berenicornis comatus","VJR_1","16:18"
"2747","Pellorneum capistratum","E100_edge","10:00"
"2748","Chalcophaps indica","E100_edge","10:00"
"2749","Pycnonotus erythropthalmos","E100_edge","10:00"
"2750","Pellorneum capistratum","E100_edge","10:00"
"2751","Stachyris erythroptera","E100_edge","10:01"
"2752","Macronus bornensis","E100_edge","10:01"
"2753","Pycnonotus atriceps","E100_edge","10:06"
"2754","Pomatorhinus montanus","E100_edge","10:09"
"2755","Stachyris erythroptera","E100_edge","10:10"
"2756","Macronus bornensis","E100_edge","10:12"
"2757","Macronus bornensis","E100_edge","10:12"
"2758","Macronus bornensis","E100_edge","10:12"
"2759","Psilopogon duvaucelii","E100_edge","10:14"
"2760","Psilopogon mystacophanos","E100_edge","10:18"
"2761","Harpactes duvaucelii","E100_edge","11:00"
"2762","Pycnonotus atriceps","E100_edge","11:00"
"2763","Malacopteron affine","E100_edge","11:01"
"2764","Pycnonotus erythropthalmos","E100_edge","11:02"
"2765","Pycnonotus atriceps","E100_edge","11:02"
"2766","Macronus bornensis","E100_edge","11:02"
"2767","Stachyris erythroptera","E100_edge","11:04"
"2768","Psilopogon mystacophanos","E100_edge","11:07"
"2769","Macronus bornensis","E100_edge","11:08"
"2770","Stachyris erythroptera","E100_edge","11:08"
"2771","Malacocincla malaccensis","E100_edge","11:18"
"2772","Alcippe brunneicauda","E100_edge","12:00"
"2773","Pycnonotus erythropthalmos","E100_edge","12:00"
"2774","Pycnonotus atriceps","E100_edge","12:00"
"2775","Malacopteron magnirostre","E100_edge","12:00"
"2776","Macronus bornensis","E100_edge","12:00"
"2777","Psilopogon duvaucelii","E100_edge","12:00"
"2778","Stachyris erythroptera","E100_edge","12:04"
"2779","Stachyridopsis rufifrons","E100_edge","12:05"
"2780","Pycnonotus atriceps","E100_edge","12:06"
"2781","Philentoma pyrhoptera","E100_edge","12:06"
"2782","Eurylaimus ochromalus","E100_edge","12:14"
"2783","Philentoma velata","E100_edge","12:14"
"2784","Corvus enca","E100_edge","12:18"
"2785","Corvus enca","E100_edge","12:18"
"2786","Gekko smithi","E100_edge","12:18"
"2787","Macronus bornensis","E100_edge","13:01"
"2788","Pycnonotus simplex","E100_edge","13:01"
"2789","Pycnonotus erythropthalmos","E100_edge","13:02"
"2790","Centropus sinensis","E100_edge","13:05"
"2791","Pycnonotus erythropthalmos","E100_edge","14:00"
"2792","Stachyris erythroptera","E100_edge","14:03"
"2793","Stachyris erythroptera","E100_edge","14:03"
"2794","Rhinoplax vigil","E100_edge","14:05"
"2795","Corvus enca","E100_edge","14:06"
"2796","Argusianus argus","E100_edge","14:07"
"2797","Pycnonotus erythropthalmos","E100_edge","15:00"
"2798","Argusianus argus","E100_edge","15:09"
"2799","Psilopogon duvaucelii","E100_edge","15:11"
"2800","Pomatorhinus montanus","E100_edge","15:17"
"2801","Orthotomus ruficeps","D_Matrix","09:00"
"2802","Prinia flaviventris","D_Matrix","09:00"
"2803","Macronus bornensis","D_Matrix","09:00"
"2804","Lonchura fuscans","D_Matrix","09:00"
"2805","Macronus bornensis","D_Matrix","09:01"
"2806","Orthotomus ruficeps","D_Matrix","09:01"
"2807","Macronus bornensis","D_Matrix","09:01"
"2808","Macronus bornensis","D_Matrix","09:02"
"2809","Macronus ptilosus","D_Matrix","09:02"
"2810","Stachyris erythroptera","D_Matrix","09:03"
"2811","Arachnothera longirostra","D_Matrix","09:03"
"2812","Pycnonotus atriceps","D_Matrix","09:05"
"2813","Pycnonotus goiavier","D_Matrix","09:05"
"2814","Prinia flaviventris","D_Matrix","09:06"
"2815","Prinia flaviventris","D_Matrix","09:06"
"2816","Orthotomus sericeus","D_Matrix","09:06"
"2817","Stachyris erythroptera","D_Matrix","09:07"
"2818","Pycnonotus goiavier","D_Matrix","09:12"
"2819","Pycnonotus goiavier","D_Matrix","09:12"
"2820","Pycnonotus atriceps","D_Matrix","09:16"
"2821","Prinia flaviventris","D_Matrix","10:00"
"2822","Prinia flaviventris","D_Matrix","10:00"
"2823","Orthotomus ruficeps","D_Matrix","10:07"
"2824","Arachnothera longirostra","D_Matrix","10:10"
"2825","Pycnonotus goiavier","D_Matrix","10:13"
"2826","Rhipidura javanica","D_Matrix","11:00"
"2827","Prinia flaviventris","D_Matrix","11:02"
"2828","Pycnonotus atriceps","D_Matrix","11:02"
"2829","Macronus bornensis","D_Matrix","11:03"
"2830","Prinia flaviventris","D_Matrix","11:04"
"2831","Pycnonotus atriceps","D_Matrix","11:04"
"2832","Psilopogon duvaucelii","D_Matrix","11:16"
"2833","Macronus bornensis","D_Matrix","11:17"
"2834","Prinia flaviventris","D_Matrix","11:18"
"2835","Macronus bornensis","D_Matrix","11:18"
"2836","Pycnonotus goiavier","D_Matrix","12:00"
"2837","Pycnonotus goiavier","D_Matrix","12:00"
"2838","Macronus bornensis","D_Matrix","12:00"
"2839","Prinia flaviventris","D_Matrix","12:02"
"2840","Macronus bornensis","D_Matrix","12:03"
"2841","Macronus bornensis","D_Matrix","12:03"
"2842","Macronus bornensis","D_Matrix","12:03"
"2843","Macronus bornensis","D_Matrix","12:03"
"2844","Macronus bornensis","D_Matrix","12:03"
"2845","Orthotomus sericeus","D_Matrix","12:11"
